"","AllDate","All.Days","Shooting","City","State","Region","Male","Race2","ST","Season"
"1",1991-01-01,1,0,NA,NA,NA,NA,NA,NA,"Winter"
"2",1991-01-02,2,0,NA,NA,NA,NA,NA,NA,"Winter"
"3",1991-01-03,3,0,NA,NA,NA,NA,NA,NA,"Winter"
"4",1991-01-04,4,1,"Jacksonville","FL","South","1","Unknown","Middle","Winter"
"5",1991-01-05,5,1,"Bourne (Route 25)","MA","Northeast","1","Caucasian","High","Winter"
"6",1991-01-06,6,0,NA,NA,NA,NA,NA,NA,"Winter"
"7",1991-01-07,7,0,NA,NA,NA,NA,NA,NA,"Winter"
"8",1991-01-08,8,1,"Richardson","TX","South","1","Caucasian","High","Winter"
"9",1991-01-09,9,0,NA,NA,NA,NA,NA,NA,"Winter"
"10",1991-01-10,10,1,"Los Angeles","CA","West",NA,"Unknown","High","Winter"
"11",1991-01-11,11,0,NA,NA,NA,NA,NA,NA,"Winter"
"12",1991-01-12,12,0,NA,NA,NA,NA,NA,NA,"Winter"
"13",1991-01-13,13,0,NA,NA,NA,NA,NA,NA,"Winter"
"14",1991-01-14,14,0,NA,NA,NA,NA,NA,NA,"Winter"
"15",1991-01-15,15,0,NA,NA,NA,NA,NA,NA,"Winter"
"16",1991-01-16,16,0,NA,NA,NA,NA,NA,NA,"Winter"
"17",1991-01-17,17,1,"Dallas ","TX","South",NA,"Unknown","Middle","Winter"
"18",1991-01-18,18,0,NA,NA,NA,NA,NA,NA,"Winter"
"19",1991-01-19,19,1,"New Orleans","LA","South","1","African American","High","Winter"
"20",1991-01-20,20,0,NA,NA,NA,NA,NA,NA,"Winter"
"21",1991-01-21,21,0,NA,NA,NA,NA,NA,NA,"Winter"
"22",1991-01-22,22,0,NA,NA,NA,NA,NA,NA,"Winter"
"23",1991-01-23,23,0,NA,NA,NA,NA,NA,NA,"Winter"
"24",1991-01-24,24,0,NA,NA,NA,NA,NA,NA,"Winter"
"25",1991-01-25,25,0,NA,NA,NA,NA,NA,NA,"Winter"
"26",1991-01-26,26,0,NA,NA,NA,NA,NA,NA,"Winter"
"27",1991-01-27,27,0,NA,NA,NA,NA,NA,NA,"Winter"
"28",1991-01-28,28,0,NA,NA,NA,NA,NA,NA,"Winter"
"29",1991-01-29,29,0,NA,NA,NA,NA,NA,NA,"Winter"
"30",1991-01-30,30,0,NA,NA,NA,NA,NA,NA,"Winter"
"31",1991-01-31,31,0,NA,NA,NA,NA,NA,NA,"Winter"
"32",1991-02-01,32,0,NA,NA,NA,NA,NA,NA,"Winter"
"33",1991-02-02,33,0,NA,NA,NA,NA,NA,NA,"Winter"
"34",1991-02-03,34,0,NA,NA,NA,NA,NA,NA,"Winter"
"35",1991-02-04,35,0,NA,NA,NA,NA,NA,NA,"Winter"
"36",1991-02-05,36,0,NA,NA,NA,NA,NA,NA,"Winter"
"37",1991-02-06,37,1,"Donna","TX","South","1","Unknown","High","Winter"
"38",1991-02-07,38,0,NA,NA,NA,NA,NA,NA,"Winter"
"39",1991-02-08,39,0,NA,NA,NA,NA,NA,NA,"Winter"
"40",1991-02-09,40,0,NA,NA,NA,NA,NA,NA,"Winter"
"41",1991-02-10,41,0,NA,NA,NA,NA,NA,NA,"Winter"
"42",1991-02-11,42,0,NA,NA,NA,NA,NA,NA,"Winter"
"43",1991-02-12,43,0,NA,NA,NA,NA,NA,NA,"Winter"
"44",1991-02-13,44,0,NA,NA,NA,NA,NA,NA,"Winter"
"45",1991-02-14,45,0,NA,NA,NA,NA,NA,NA,"Winter"
"46",1991-02-15,46,0,NA,NA,NA,NA,NA,NA,"Winter"
"47",1991-02-16,47,0,NA,NA,NA,NA,NA,NA,"Winter"
"48",1991-02-17,48,0,NA,NA,NA,NA,NA,NA,"Winter"
"49",1991-02-18,49,0,NA,NA,NA,NA,NA,NA,"Winter"
"50",1991-02-19,50,0,NA,NA,NA,NA,NA,NA,"Winter"
"51",1991-02-20,51,0,NA,NA,NA,NA,NA,NA,"Winter"
"52",1991-02-21,52,0,NA,NA,NA,NA,NA,NA,"Winter"
"53",1991-02-22,53,0,NA,NA,NA,NA,NA,NA,"Winter"
"54",1991-02-23,54,0,NA,NA,NA,NA,NA,NA,"Winter"
"55",1991-02-24,55,0,NA,NA,NA,NA,NA,NA,"Winter"
"56",1991-02-25,56,0,NA,NA,NA,NA,NA,NA,"Winter"
"57",1991-02-26,57,0,NA,NA,NA,NA,NA,NA,"Winter"
"58",1991-02-27,58,0,NA,NA,NA,NA,NA,NA,"Winter"
"59",1991-02-28,59,0,NA,NA,NA,NA,NA,NA,"Winter"
"60",1991-03-01,60,0,NA,NA,NA,NA,NA,NA,"Winter"
"61",1991-03-02,61,0,NA,NA,NA,NA,NA,NA,"Winter"
"62",1991-03-03,62,0,NA,NA,NA,NA,NA,NA,"Winter"
"63",1991-03-04,63,0,NA,NA,NA,NA,NA,NA,"Winter"
"64",1991-03-05,64,0,NA,NA,NA,NA,NA,NA,"Winter"
"65",1991-03-06,65,0,NA,NA,NA,NA,NA,NA,"Winter"
"66",1991-03-07,66,0,NA,NA,NA,NA,NA,NA,"Winter"
"67",1991-03-08,67,0,NA,NA,NA,NA,NA,NA,"Winter"
"68",1991-03-09,68,1,"Jacksonville","FL","South","1","Unknown","High","Winter"
"69",1991-03-10,69,0,NA,NA,NA,NA,NA,NA,"Winter"
"70",1991-03-11,70,0,NA,NA,NA,NA,NA,NA,"Winter"
"71",1991-03-12,71,0,NA,NA,NA,NA,NA,NA,"Winter"
"72",1991-03-13,72,0,NA,NA,NA,NA,NA,NA,"Winter"
"73",1991-03-14,73,1,"Piedmont","SC","South","1","Unknown","High","Winter"
"74",1991-03-15,74,0,NA,NA,NA,NA,NA,NA,"Winter"
"75",1991-03-16,75,0,NA,NA,NA,NA,NA,NA,"Winter"
"76",1991-03-17,76,0,NA,NA,NA,NA,NA,NA,"Winter"
"77",1991-03-18,77,0,NA,NA,NA,NA,NA,NA,"Winter"
"78",1991-03-19,78,0,NA,NA,NA,NA,NA,NA,"Spring"
"79",1991-03-20,79,0,NA,NA,NA,NA,NA,NA,"Spring"
"80",1991-03-21,80,0,NA,NA,NA,NA,NA,NA,"Spring"
"81",1991-03-22,81,0,NA,NA,NA,NA,NA,NA,"Spring"
"82",1991-03-23,82,0,NA,NA,NA,NA,NA,NA,"Spring"
"83",1991-03-24,83,0,NA,NA,NA,NA,NA,NA,"Spring"
"84",1991-03-25,84,1,"Charlotte","NC","South","1","Unknown","High","Spring"
"85",1991-03-26,85,0,NA,NA,NA,NA,NA,NA,"Spring"
"86",1991-03-27,86,0,NA,NA,NA,NA,NA,NA,"Spring"
"87",1991-03-28,87,0,NA,NA,NA,NA,NA,NA,"Spring"
"88",1991-03-29,88,0,NA,NA,NA,NA,NA,NA,"Spring"
"89",1991-03-30,89,0,NA,NA,NA,NA,NA,NA,"Spring"
"90",1991-03-31,90,0,NA,NA,NA,NA,NA,NA,"Spring"
"91",1991-04-01,91,0,NA,NA,NA,NA,NA,NA,"Spring"
"92",1991-04-02,92,0,NA,NA,NA,NA,NA,NA,"Spring"
"93",1991-04-03,93,0,NA,NA,NA,NA,NA,NA,"Spring"
"94",1991-04-04,94,0,NA,NA,NA,NA,NA,NA,"Spring"
"95",1991-04-05,95,0,NA,NA,NA,NA,NA,NA,"Spring"
"96",1991-04-06,96,0,NA,NA,NA,NA,NA,NA,"Spring"
"97",1991-04-07,97,0,NA,NA,NA,NA,NA,NA,"Spring"
"98",1991-04-08,98,0,NA,NA,NA,NA,NA,NA,"Spring"
"99",1991-04-09,99,0,NA,NA,NA,NA,NA,NA,"Spring"
"100",1991-04-10,100,0,NA,NA,NA,NA,NA,NA,"Spring"
"101",1991-04-11,101,1,"Rock Hill","SC","South","1","Unknown","High","Spring"
"102",1991-04-12,102,0,NA,NA,NA,NA,NA,NA,"Spring"
"103",1991-04-13,103,0,NA,NA,NA,NA,NA,NA,"Spring"
"104",1991-04-14,104,0,NA,NA,NA,NA,NA,NA,"Spring"
"105",1991-04-15,105,0,NA,NA,NA,NA,NA,NA,"Spring"
"106",1991-04-16,106,1,"New York City","NY","Northeast","1","Unknown","High","Spring"
"107",1991-04-17,107,0,NA,NA,NA,NA,NA,NA,"Spring"
"108",1991-04-18,108,0,NA,NA,NA,NA,NA,NA,"Spring"
"109",1991-04-19,109,0,NA,NA,NA,NA,NA,NA,"Spring"
"110",1991-04-20,110,0,NA,NA,NA,NA,NA,NA,"Spring"
"111",1991-04-21,111,0,NA,NA,NA,NA,NA,NA,"Spring"
"112",1991-04-22,112,0,NA,NA,NA,NA,NA,NA,"Spring"
"113",1991-04-23,113,1,"Compton","CA","West",NA,"Unknown","Middle","Spring"
"114",1991-04-24,114,0,NA,NA,NA,NA,NA,NA,"Spring"
"115",1991-04-25,115,0,NA,NA,NA,NA,NA,NA,"Spring"
"116",1991-04-26,116,0,NA,NA,NA,NA,NA,NA,"Spring"
"117",1991-04-27,117,0,NA,NA,NA,NA,NA,NA,"Spring"
"118",1991-04-28,118,0,NA,NA,NA,NA,NA,NA,"Spring"
"119",1991-04-29,119,0,NA,NA,NA,NA,NA,NA,"Spring"
"120",1991-04-30,120,0,NA,NA,NA,NA,NA,NA,"Spring"
"121",1991-05-01,121,0,NA,NA,NA,NA,NA,NA,"Spring"
"122",1991-05-02,122,0,NA,NA,NA,NA,NA,NA,"Spring"
"123",1991-05-03,123,0,NA,NA,NA,NA,NA,NA,"Spring"
"124",1991-05-04,124,0,NA,NA,NA,NA,NA,NA,"Spring"
"125",1991-05-05,125,0,NA,NA,NA,NA,NA,NA,"Spring"
"126",1991-05-06,126,0,NA,NA,NA,NA,NA,NA,"Spring"
"127",1991-05-07,127,0,NA,NA,NA,NA,NA,NA,"Spring"
"128",1991-05-08,128,0,NA,NA,NA,NA,NA,NA,"Spring"
"129",1991-05-09,129,1,"Columbus","OH","Midwest","1","Unknown","Middle","Spring"
"130",1991-05-10,130,0,NA,NA,NA,NA,NA,NA,"Spring"
"131",1991-05-11,131,0,NA,NA,NA,NA,NA,NA,"Spring"
"132",1991-05-12,132,0,NA,NA,NA,NA,NA,NA,"Spring"
"133",1991-05-13,133,0,NA,NA,NA,NA,NA,NA,"Spring"
"134",1991-05-14,134,0,NA,NA,NA,NA,NA,NA,"Spring"
"135",1991-05-15,135,0,NA,NA,NA,NA,NA,NA,"Spring"
"136",1991-05-16,136,1,"Kansas City","KS","Midwest","1","Unknown","Middle","Spring"
"137",1991-05-17,137,0,NA,NA,NA,NA,NA,NA,"Spring"
"138",1991-05-18,138,0,NA,NA,NA,NA,NA,NA,"Spring"
"139",1991-05-19,139,0,NA,NA,NA,NA,NA,NA,"Spring"
"140",1991-05-20,140,1,"Pahokee","FL","South","1","African American","Mixed","Spring"
"141",1991-05-21,141,1,"Sherman Oaks","CA","West","1","Unknown","Middle","Spring"
"142",1991-05-22,142,0,NA,NA,NA,NA,NA,NA,"Spring"
"143",1991-05-23,143,0,NA,NA,NA,NA,NA,NA,"Spring"
"144",1991-05-24,144,0,NA,NA,NA,NA,NA,NA,"Spring"
"145",1991-05-25,145,0,NA,NA,NA,NA,NA,NA,"Spring"
"146",1991-05-26,146,0,NA,NA,NA,NA,NA,NA,"Spring"
"147",1991-05-27,147,0,NA,NA,NA,NA,NA,NA,"Spring"
"148",1991-05-28,148,0,NA,NA,NA,NA,NA,NA,"Spring"
"149",1991-05-29,149,0,NA,NA,NA,NA,NA,NA,"Spring"
"150",1991-05-30,150,0,NA,NA,NA,NA,NA,NA,"Spring"
"151",1991-05-31,151,0,NA,NA,NA,NA,NA,NA,"Spring"
"152",1991-06-01,152,0,NA,NA,NA,NA,NA,NA,"Spring"
"153",1991-06-02,153,0,NA,NA,NA,NA,NA,NA,"Spring"
"154",1991-06-03,154,0,NA,NA,NA,NA,NA,NA,"Spring"
"155",1991-06-04,155,0,NA,NA,NA,NA,NA,NA,"Spring"
"156",1991-06-05,156,0,NA,NA,NA,NA,NA,NA,"Spring"
"157",1991-06-06,157,0,NA,NA,NA,NA,NA,NA,"Spring"
"158",1991-06-07,158,0,NA,NA,NA,NA,NA,NA,"Spring"
"159",1991-06-08,159,0,NA,NA,NA,NA,NA,NA,"Spring"
"160",1991-06-09,160,0,NA,NA,NA,NA,NA,NA,"Spring"
"161",1991-06-10,161,0,NA,NA,NA,NA,NA,NA,"Spring"
"162",1991-06-11,162,0,NA,NA,NA,NA,NA,NA,"Spring"
"163",1991-06-12,163,0,NA,NA,NA,NA,NA,NA,"Spring"
"164",1991-06-13,164,0,NA,NA,NA,NA,NA,NA,"Spring"
"165",1991-06-14,165,0,NA,NA,NA,NA,NA,NA,"Spring"
"166",1991-06-15,166,0,NA,NA,NA,NA,NA,NA,"Spring"
"167",1991-06-16,167,0,NA,NA,NA,NA,NA,NA,"Spring"
"168",1991-06-17,168,0,NA,NA,NA,NA,NA,NA,"Spring"
"169",1991-06-18,169,0,NA,NA,NA,NA,NA,NA,"Spring"
"170",1991-06-19,170,0,NA,NA,NA,NA,NA,NA,"Summer"
"171",1991-06-20,171,0,NA,NA,NA,NA,NA,NA,"Summer"
"172",1991-06-21,172,0,NA,NA,NA,NA,NA,NA,"Summer"
"173",1991-06-22,173,0,NA,NA,NA,NA,NA,NA,"Summer"
"174",1991-06-23,174,0,NA,NA,NA,NA,NA,NA,"Summer"
"175",1991-06-24,175,0,NA,NA,NA,NA,NA,NA,"Summer"
"176",1991-06-25,176,0,NA,NA,NA,NA,NA,NA,"Summer"
"177",1991-06-26,177,0,NA,NA,NA,NA,NA,NA,"Summer"
"178",1991-06-27,178,0,NA,NA,NA,NA,NA,NA,"Summer"
"179",1991-06-28,179,0,NA,NA,NA,NA,NA,NA,"Summer"
"180",1991-06-29,180,0,NA,NA,NA,NA,NA,NA,"Summer"
"181",1991-06-30,181,0,NA,NA,NA,NA,NA,NA,"Summer"
"182",1991-07-01,182,0,NA,NA,NA,NA,NA,NA,"Summer"
"183",1991-07-02,183,0,NA,NA,NA,NA,NA,NA,"Summer"
"184",1991-07-03,184,0,NA,NA,NA,NA,NA,NA,"Summer"
"185",1991-07-04,185,0,NA,NA,NA,NA,NA,NA,"Summer"
"186",1991-07-05,186,0,NA,NA,NA,NA,NA,NA,"Summer"
"187",1991-07-06,187,0,NA,NA,NA,NA,NA,NA,"Summer"
"188",1991-07-07,188,0,NA,NA,NA,NA,NA,NA,"Summer"
"189",1991-07-08,189,0,NA,NA,NA,NA,NA,NA,"Summer"
"190",1991-07-09,190,0,NA,NA,NA,NA,NA,NA,"Summer"
"191",1991-07-10,191,0,NA,NA,NA,NA,NA,NA,"Summer"
"192",1991-07-11,192,0,NA,NA,NA,NA,NA,NA,"Summer"
"193",1991-07-12,193,0,NA,NA,NA,NA,NA,NA,"Summer"
"194",1991-07-13,194,0,NA,NA,NA,NA,NA,NA,"Summer"
"195",1991-07-14,195,0,NA,NA,NA,NA,NA,NA,"Summer"
"196",1991-07-15,196,0,NA,NA,NA,NA,NA,NA,"Summer"
"197",1991-07-16,197,0,NA,NA,NA,NA,NA,NA,"Summer"
"198",1991-07-17,198,0,NA,NA,NA,NA,NA,NA,"Summer"
"199",1991-07-18,199,0,NA,NA,NA,NA,NA,NA,"Summer"
"200",1991-07-19,200,0,NA,NA,NA,NA,NA,NA,"Summer"
"201",1991-07-20,201,0,NA,NA,NA,NA,NA,NA,"Summer"
"202",1991-07-21,202,0,NA,NA,NA,NA,NA,NA,"Summer"
"203",1991-07-22,203,1,"Los Angeles","CA","West","1","Unknown","High","Summer"
"204",1991-07-23,204,0,NA,NA,NA,NA,NA,NA,"Summer"
"205",1991-07-24,205,0,NA,NA,NA,NA,NA,NA,"Summer"
"206",1991-07-25,206,0,NA,NA,NA,NA,NA,NA,"Summer"
"207",1991-07-26,207,0,NA,NA,NA,NA,NA,NA,"Summer"
"208",1991-07-27,208,0,NA,NA,NA,NA,NA,NA,"Summer"
"209",1991-07-28,209,0,NA,NA,NA,NA,NA,NA,"Summer"
"210",1991-07-29,210,0,NA,NA,NA,NA,NA,NA,"Summer"
"211",1991-07-30,211,1,"Compton","CA","West","1","Unknown","Middle","Summer"
"212",1991-07-31,212,0,NA,NA,NA,NA,NA,NA,"Summer"
"213",1991-08-01,213,0,NA,NA,NA,NA,NA,NA,"Summer"
"214",1991-08-02,214,0,NA,NA,NA,NA,NA,NA,"Summer"
"215",1991-08-03,215,0,NA,NA,NA,NA,NA,NA,"Summer"
"216",1991-08-04,216,0,NA,NA,NA,NA,NA,NA,"Summer"
"217",1991-08-05,217,0,NA,NA,NA,NA,NA,NA,"Summer"
"218",1991-08-06,218,0,NA,NA,NA,NA,NA,NA,"Summer"
"219",1991-08-07,219,0,NA,NA,NA,NA,NA,NA,"Summer"
"220",1991-08-08,220,0,NA,NA,NA,NA,NA,NA,"Summer"
"221",1991-08-09,221,0,NA,NA,NA,NA,NA,NA,"Summer"
"222",1991-08-10,222,0,NA,NA,NA,NA,NA,NA,"Summer"
"223",1991-08-11,223,0,NA,NA,NA,NA,NA,NA,"Summer"
"224",1991-08-12,224,0,NA,NA,NA,NA,NA,NA,"Summer"
"225",1991-08-13,225,0,NA,NA,NA,NA,NA,NA,"Summer"
"226",1991-08-14,226,0,NA,NA,NA,NA,NA,NA,"Summer"
"227",1991-08-15,227,0,NA,NA,NA,NA,NA,NA,"Summer"
"228",1991-08-16,228,0,NA,NA,NA,NA,NA,NA,"Summer"
"229",1991-08-17,229,0,NA,NA,NA,NA,NA,NA,"Summer"
"230",1991-08-18,230,0,NA,NA,NA,NA,NA,NA,"Summer"
"231",1991-08-19,231,0,NA,NA,NA,NA,NA,NA,"Summer"
"232",1991-08-20,232,0,NA,NA,NA,NA,NA,NA,"Summer"
"233",1991-08-21,233,0,NA,NA,NA,NA,NA,NA,"Summer"
"234",1991-08-22,234,0,NA,NA,NA,NA,NA,NA,"Summer"
"235",1991-08-23,235,0,NA,NA,NA,NA,NA,NA,"Summer"
"236",1991-08-24,236,0,NA,NA,NA,NA,NA,NA,"Summer"
"237",1991-08-25,237,0,NA,NA,NA,NA,NA,NA,"Summer"
"238",1991-08-26,238,0,NA,NA,NA,NA,NA,NA,"Summer"
"239",1991-08-27,239,0,NA,NA,NA,NA,NA,NA,"Summer"
"240",1991-08-28,240,0,NA,NA,NA,NA,NA,NA,"Summer"
"241",1991-08-29,241,0,NA,NA,NA,NA,NA,NA,"Summer"
"242",1991-08-30,242,0,NA,NA,NA,NA,NA,NA,"Summer"
"243",1991-08-31,243,0,NA,NA,NA,NA,NA,NA,"Summer"
"244",1991-09-01,244,0,NA,NA,NA,NA,NA,NA,"Summer"
"245",1991-09-02,245,0,NA,NA,NA,NA,NA,NA,"Summer"
"246",1991-09-03,246,0,NA,NA,NA,NA,NA,NA,"Summer"
"247",1991-09-04,247,0,NA,NA,NA,NA,NA,NA,"Summer"
"248",1991-09-05,248,0,NA,NA,NA,NA,NA,NA,"Summer"
"249",1991-09-06,249,0,NA,NA,NA,NA,NA,NA,"Summer"
"250",1991-09-07,250,0,NA,NA,NA,NA,NA,NA,"Summer"
"251",1991-09-08,251,0,NA,NA,NA,NA,NA,NA,"Summer"
"252",1991-09-09,252,0,NA,NA,NA,NA,NA,NA,"Summer"
"253",1991-09-10,253,0,NA,NA,NA,NA,NA,NA,"Summer"
"254",1991-09-11,254,0,NA,NA,NA,NA,NA,NA,"Summer"
"255",1991-09-12,255,0,NA,NA,NA,NA,NA,NA,"Summer"
"256",1991-09-13,256,1,"Houston","TX","South",NA,"Unknown","High","Summer"
"257",1991-09-14,257,0,NA,NA,NA,NA,NA,NA,"Summer"
"258",1991-09-15,258,0,NA,NA,NA,NA,NA,NA,"Summer"
"259",1991-09-16,259,0,NA,NA,NA,NA,NA,NA,"Summer"
"260",1991-09-17,260,1,"Chicago","IL","Midwest","1","Unknown","High","Summer"
"261",1991-09-18,261,1,"Crosby","TX","South","0","Unknown","High","Summer"
"262",1991-09-19,262,0,NA,NA,NA,NA,NA,NA,"Summer"
"263",1991-09-20,263,0,NA,NA,NA,NA,NA,NA,"Summer"
"264",1991-09-21,264,0,NA,NA,NA,NA,NA,NA,"Autumn"
"265",1991-09-22,265,1,"Carle Place","NY","Northeast","1","Latino/Hispanic","Mixed","Autumn"
"266",1991-09-23,266,0,NA,NA,NA,NA,NA,NA,"Autumn"
"267",1991-09-24,267,0,NA,NA,NA,NA,NA,NA,"Autumn"
"268",1991-09-25,268,0,NA,NA,NA,NA,NA,NA,"Autumn"
"269",1991-09-26,269,0,NA,NA,NA,NA,NA,NA,"Autumn"
"270",1991-09-27,270,0,NA,NA,NA,NA,NA,NA,"Autumn"
"271",1991-09-28,271,0,NA,NA,NA,NA,NA,NA,"Autumn"
"272",1991-09-29,272,0,NA,NA,NA,NA,NA,NA,"Autumn"
"273",1991-09-30,273,0,NA,NA,NA,NA,NA,NA,"Autumn"
"274",1991-10-01,274,0,NA,NA,NA,NA,NA,NA,"Autumn"
"275",1991-10-02,275,1,"Houston","TX","South","1","Unknown","High","Autumn"
"276",1991-10-03,276,0,NA,NA,NA,NA,NA,NA,"Autumn"
"277",1991-10-04,277,1,"Los Angeles","CA","West",NA,"Unknown","High","Autumn"
"278",1991-10-05,278,0,NA,NA,NA,NA,NA,NA,"Autumn"
"279",1991-10-06,279,0,NA,NA,NA,NA,NA,NA,"Autumn"
"280",1991-10-07,280,0,NA,NA,NA,NA,NA,NA,"Autumn"
"281",1991-10-08,281,1,"New York City","NY","Northeast","1","Unknown","High","Autumn"
"282",1991-10-09,282,0,NA,NA,NA,NA,NA,NA,"Autumn"
"283",1991-10-10,283,0,NA,NA,NA,NA,NA,NA,"Autumn"
"284",1991-10-11,284,0,NA,NA,NA,NA,NA,NA,"Autumn"
"285",1991-10-12,285,0,NA,NA,NA,NA,NA,NA,"Autumn"
"286",1991-10-13,286,0,NA,NA,NA,NA,NA,NA,"Autumn"
"287",1991-10-14,287,0,NA,NA,NA,NA,NA,NA,"Autumn"
"288",1991-10-15,288,1,"Woodruff","SC","South","1","Unknown","High","Autumn"
"289",1991-10-16,289,0,NA,NA,NA,NA,NA,NA,"Autumn"
"290",1991-10-17,290,0,NA,NA,NA,NA,NA,NA,"Autumn"
"291",1991-10-18,291,0,NA,NA,NA,NA,NA,NA,"Autumn"
"292",1991-10-19,292,0,NA,NA,NA,NA,NA,NA,"Autumn"
"293",1991-10-20,293,0,NA,NA,NA,NA,NA,NA,"Autumn"
"294",1991-10-21,294,0,NA,NA,NA,NA,NA,NA,"Autumn"
"295",1991-10-22,295,0,NA,NA,NA,NA,NA,NA,"Autumn"
"296",1991-10-23,296,1,"Dallas ","TX","South","1","Unknown","High","Autumn"
"297",1991-10-24,297,0,NA,NA,NA,NA,NA,NA,"Autumn"
"298",1991-10-25,298,0,NA,NA,NA,NA,NA,NA,"Autumn"
"299",1991-10-26,299,0,NA,NA,NA,NA,NA,NA,"Autumn"
"300",1991-10-27,300,0,NA,NA,NA,NA,NA,NA,"Autumn"
"301",1991-10-28,301,0,NA,NA,NA,NA,NA,NA,"Autumn"
"302",1991-10-29,302,0,NA,NA,NA,NA,NA,NA,"Autumn"
"303",1991-10-30,303,1,"Longview","TX","South","1","Unknown","High","Autumn"
"304",1991-10-31,304,0,NA,NA,NA,NA,NA,NA,"Autumn"
"305",1991-11-01,305,1,"Iowa City","IA","Midwest","1","Asian","College","Autumn"
"306",1991-11-02,306,0,NA,NA,NA,NA,NA,NA,"Autumn"
"307",1991-11-03,307,0,NA,NA,NA,NA,NA,NA,"Autumn"
"308",1991-11-04,308,0,NA,NA,NA,NA,NA,NA,"Autumn"
"309",1991-11-05,309,1,"Port Huron","MI","Midwest","1","Unknown","Middle","Autumn"
"310",1991-11-06,310,1,"New Orleans","LA","South","1","Unknown","High","Autumn"
"311",1991-11-07,311,0,NA,NA,NA,NA,NA,NA,"Autumn"
"312",1991-11-08,312,0,NA,NA,NA,NA,NA,NA,"Autumn"
"313",1991-11-09,313,0,NA,NA,NA,NA,NA,NA,"Autumn"
"314",1991-11-10,314,0,NA,NA,NA,NA,NA,NA,"Autumn"
"315",1991-11-11,315,0,NA,NA,NA,NA,NA,NA,"Autumn"
"316",1991-11-12,316,0,NA,NA,NA,NA,NA,NA,"Autumn"
"317",1991-11-13,317,0,NA,NA,NA,NA,NA,NA,"Autumn"
"318",1991-11-14,318,1,"Houston","TX","South","1","Unknown","High","Autumn"
"319",1991-11-15,319,0,NA,NA,NA,NA,NA,NA,"Autumn"
"320",1991-11-16,320,0,NA,NA,NA,NA,NA,NA,"Autumn"
"321",1991-11-17,321,0,NA,NA,NA,NA,NA,NA,"Autumn"
"322",1991-11-18,322,0,NA,NA,NA,NA,NA,NA,"Autumn"
"323",1991-11-19,323,0,NA,NA,NA,NA,NA,NA,"Autumn"
"324",1991-11-20,324,0,NA,NA,NA,NA,NA,NA,"Autumn"
"325",1991-11-21,325,0,NA,NA,NA,NA,NA,NA,"Autumn"
"326",1991-11-22,326,0,NA,NA,NA,NA,NA,NA,"Autumn"
"327",1991-11-23,327,0,NA,NA,NA,NA,NA,NA,"Autumn"
"328",1991-11-24,328,0,NA,NA,NA,NA,NA,NA,"Autumn"
"329",1991-11-25,329,1,"New York City","NY","Northeast","1","African American","High","Autumn"
"330",1991-11-26,330,1,"Whiteville","NC","South","1","Unknown","High","Autumn"
"331",1991-11-27,331,0,NA,NA,NA,NA,NA,NA,"Autumn"
"332",1991-11-28,332,0,NA,NA,NA,NA,NA,NA,"Autumn"
"333",1991-11-29,333,0,NA,NA,NA,NA,NA,NA,"Autumn"
"334",1991-11-30,334,0,NA,NA,NA,NA,NA,NA,"Autumn"
"335",1991-12-01,335,0,NA,NA,NA,NA,NA,NA,"Autumn"
"336",1991-12-02,336,0,NA,NA,NA,NA,NA,NA,"Autumn"
"337",1991-12-03,337,0,NA,NA,NA,NA,NA,NA,"Autumn"
"338",1991-12-04,338,0,NA,NA,NA,NA,NA,NA,"Autumn"
"339",1991-12-05,339,0,NA,NA,NA,NA,NA,NA,"Autumn"
"340",1991-12-06,340,0,NA,NA,NA,NA,NA,NA,"Autumn"
"341",1991-12-07,341,0,NA,NA,NA,NA,NA,NA,"Autumn"
"342",1991-12-08,342,0,NA,NA,NA,NA,NA,NA,"Autumn"
"343",1991-12-09,343,0,NA,NA,NA,NA,NA,NA,"Autumn"
"344",1991-12-10,344,0,NA,NA,NA,NA,NA,NA,"Autumn"
"345",1991-12-11,345,0,NA,NA,NA,NA,NA,NA,"Autumn"
"346",1991-12-12,346,0,NA,NA,NA,NA,NA,NA,"Autumn"
"347",1991-12-13,347,0,NA,NA,NA,NA,NA,NA,"Autumn"
"348",1991-12-14,348,0,NA,NA,NA,NA,NA,NA,"Autumn"
"349",1991-12-15,349,0,NA,NA,NA,NA,NA,NA,"Autumn"
"350",1991-12-16,350,0,NA,NA,NA,NA,NA,NA,"Autumn"
"351",1991-12-17,351,0,NA,NA,NA,NA,NA,NA,"Autumn"
"352",1991-12-18,352,0,NA,NA,NA,NA,NA,NA,"Autumn"
"353",1991-12-19,353,0,NA,NA,NA,NA,NA,NA,"Winter"
"354",1991-12-20,354,0,NA,NA,NA,NA,NA,NA,"Winter"
"355",1991-12-21,355,0,NA,NA,NA,NA,NA,NA,"Winter"
"356",1991-12-22,356,0,NA,NA,NA,NA,NA,NA,"Winter"
"357",1991-12-23,357,0,NA,NA,NA,NA,NA,NA,"Winter"
"358",1991-12-24,358,0,NA,NA,NA,NA,NA,NA,"Winter"
"359",1991-12-25,359,0,NA,NA,NA,NA,NA,NA,"Winter"
"360",1991-12-26,360,0,NA,NA,NA,NA,NA,NA,"Winter"
"361",1991-12-27,361,0,NA,NA,NA,NA,NA,NA,"Winter"
